RecordedDate,QualtricsResponseID,Q10,Q12,Q3,Q11
3/24/21 5:09,R_3G8TnoXKrZ7IDWW,5,4,5,3
3/24/21 5:09,R_1IY3iU6Qbwnzu2e,3,3,5,
3/24/21 5:11,R_3IXYFbuJXnivGA9,2,3,4,3
3/24/21 5:23,R_1jTF5bWujBGIL1H,4,3,5,
3/24/21 5:26,R_2WSV32seVCa6ocb,3,4,7,3
3/24/21 5:31,R_20Shq9VcOUT1rJi,4,4,2,
3/24/21 5:33,R_9obVf0Vad0M21lD,5,4,5,
3/24/21 5:33,R_3qPum4Mw4or20Xn,3,2,4,
3/24/21 5:46,R_2PtHAhvwN3aNEv0,4,4,5,-1
3/24/21 5:58,R_en9m1kM5rTLd2et,5,6,7,
3/24/21 5:59,R_PBPB8wLpdO6qXmx,2,2,5,
3/24/21 5:59,R_3sA2qRXzcOTsQWA,5,4,2,
3/24/21 6:00,R_Zh27yG0xZNZpE4N,4,4,5,3
3/24/21 6:02,R_1QrSSY3HmOSFWRW,1,2,2,
3/24/21 6:02,R_x4S3IqZt8fJLv8d,5,6,5,3
3/24/21 6:14,R_3hFHpCvqRBggrYD,3,3,5,2
3/24/21 6:19,R_2tmSulYnlSDTllp,2,3,5,3
3/24/21 6:21,R_2fpvwUE3uTpqpF9,3,2,4,3
3/24/21 6:21,R_sdt9JnfoLeQm03D,3,3,3,
3/24/21 6:26,R_8uXUOT1A8UQelON,4,3,3,
3/24/21 6:32,R_3IavQ6KwEz3JxTm,3,3,5,
3/24/21 6:38,R_265XgZlbGOdDSaz,1,2,3,
3/24/21 6:39,R_1dzCtu3uxt7ynjI,4,3,7,
3/24/21 6:41,R_28TB2XUn5PFFSPf,3,3,2,
3/24/21 6:42,R_2xJHfUvfOaHiA8K,3,3,5,
3/24/21 6:43,R_3iw10vI6hVR8tiq,4,3,7,3
3/24/21 6:44,R_3KoykryQoRURfts,4,3,5,3
3/24/21 6:46,R_1mC9CkE89NmQS8w,3,4,6,
3/24/21 7:06,R_2Va2ye8prKeUvMc,2,2,5,
3/24/21 7:06,R_2E0MpxRCEtWwOUS,2,2,6,
3/24/21 7:07,R_3ixpUsi1MhKdEQ2,4,3,6,3
3/24/21 7:12,R_1jJuZDGTq1kjD6D,2,2,5,
3/24/21 7:18,R_2s6H6DZWyjRxlv5,3,6,6,3
3/24/21 7:19,R_2zYqbqQexrJ5wCN,5,6,5,
3/24/21 7:26,R_2V8tyLsC8sFyMuD,4,4,6,
3/24/21 7:28,R_1OJh1FUFkRBnm2x,3,2,6,8
3/24/21 7:32,R_1ILQDZg84awDUZd,3,3,6,3
3/24/21 7:44,R_2BkRhoECMvFmO3A,2,3,5,-0.5
3/24/21 7:47,R_D04QOaaHDkvYhTb,3,3,7,
3/24/21 7:48,R_3MEFV0wcLDFYOOO,4,4,5,3
3/24/21 7:48,R_3dT808bemnzpV2S,4,3,5,3
3/24/21 7:50,R_1Ns7RlTrUGKIE6J,4,3,6,-3
3/24/21 7:53,R_2S7805ZpSHRfPBP,4,4,6,3
3/24/21 8:01,R_Tuq4zEQKR2WKsEx,3,3,3,
3/24/21 8:09,R_1hBdluV6gMHNCme,4,3,5,
3/24/21 8:14,R_AHAhG4x3brwzstP,3,2,2,
3/24/21 8:14,R_2eQi4uNiB5SQoOt,4,4,7,3
3/24/21 8:18,R_2rTT6MekGyf6Yg0,4,4,6,3
3/24/21 8:21,R_22ldLyfFmL9gwGd,1,3,5,
3/24/21 8:27,R_1duwXCUUAcGyhnY,3,3,2,2
3/24/21 8:48,R_2Vxq1Dfi0THmdK5,2,2,6,1.5
3/24/21 8:55,R_2VOSxghinrAXfZT,2,2,3,
3/24/21 9:00,R_3O6Bft1hWWQliu5,3,3,5,3
3/24/21 9:02,R_2cbkwLrVg3gXVWs,2,3,3,3
3/24/21 9:02,R_1FxjtZb5B7hE0OJ,4,4,7,3
3/24/21 9:12,R_W7OMCPoPcHY89Md,2,3,5,
3/24/21 9:14,R_e5oHG33sbo2QfVD,4,4,5,3
3/24/21 9:18,R_1NlyiKkjThtgiQB,4,4,6,
3/24/21 9:25,R_Aiyh643Md6PHtQd,1,2,2,
3/24/21 9:30,R_1kSn3WOWdoG2iC0,3,2,2,45
3/24/21 9:32,R_2ePcGNseOTEOUpV,1,3,5,4
3/24/21 9:44,R_rjvmKOZAeXOLsWJ,4,4,5,3
3/24/21 9:48,R_3qkdI2HTktVwIzc,4,4,5,3
3/24/21 10:04,R_ByAil8jFp5AVZRf,3,4,5,
3/24/21 10:07,R_POQ9MxVNBhKhdWV,2,2,7,3
3/24/21 10:07,R_3nuTrS3XFJLPEyp,4,3,6,3
3/24/21 10:17,R_1GxCrOW4enVZUbn,4,3,4,4
3/24/21 10:22,R_CftD7jxcBvUOY4V,5,4,7,3
3/24/21 11:01,R_3x72TQQIJzsJpjX,4,4,5,3
3/24/21 11:03,R_3q9XsAB4lWEGod9,3,3,5,
3/24/21 11:10,R_2PtBDTDyAgKjIqF,4,4,5,4
3/24/21 11:22,R_x9pxkk1a2Hanx3H,4,3,5,3
3/24/21 11:45,R_33pxCbxiTGkfeHw,5,4,5,3
3/24/21 11:50,R_3ffQVwxGbuB4v3U,2,2,6,3
3/24/21 11:59,R_29hM765fau1xpfv,4,4,4,3
3/24/21 12:01,R_2q1scYR7bXIoJKV,4,3,2,
3/24/21 12:04,R_3ndUk97BHP6aolM,4,4,3,1
3/24/21 12:16,R_pFaiP5veHMM7mvf,4,3,5,3
3/24/21 12:45,R_2Vpvn0fV6CNLgb6,1,1,5,
3/24/21 12:45,R_O6ZIuHP4zxx7Wtb,4,4,4,4
3/24/21 12:45,R_XjfRZPE7mvyBowV,3,3,5,
3/24/21 12:51,R_rcm9uZPMuInVv5n,4,3,3,3
3/24/21 13:08,R_2zwEbhNNV6hN9oy,2,2,5,
3/24/21 13:23,R_TjVQ2RKmTJuluzD,1,1,3,
3/24/21 13:29,R_301TWWwHKTjd0T9,3,3,5,
3/24/21 13:32,R_12hBHrT9Vh2wJDA,2,2,5,1234
3/24/21 13:33,R_2woDnMr9Y3kysG5,1,2,2,
3/24/21 13:34,R_1n79G0vhC0OICxe,3,4,7,
3/24/21 13:35,R_1PYTDinYYdgaoos,5,4,6,
3/24/21 13:36,R_2xLhzVXxXQth4gP,3,3,3,
3/24/21 13:38,R_qVLDxTW3FIDkAIF,2,3,5,
3/24/21 13:43,R_3EsvptRCBW3Ci04,2,4,4,
3/24/21 13:43,R_3ETiMcFiNrOXh4W,2,2,4,
3/24/21 13:48,R_1EfZwRAyWYBElkN,4,3,5,3
3/24/21 13:52,R_031K1DF4GxbBVaV,3,3,4,
3/24/21 13:59,R_2z6lAYJ357eRTHn,1,3,7,3
3/24/21 14:21,R_39Rry0rNELiedwJ,1,2,5,0.5
3/24/21 14:24,R_10TtOwQCeTnNWd0,1,3,5,0
3/24/21 14:27,R_2E6qBJ7VH0j9dVp,3,3,4,3
3/24/21 14:31,R_2SGZjvD8VZyfhyF,4,6,6,3
3/24/21 14:42,R_1Lb7pG3gVfGPavF,3,3,5,3
3/24/21 14:47,R_1IKKDSJW0TLkaNo,4,2,4,
3/24/21 14:55,R_1ZIzGnDru3VcgGR,3,3,4,3
3/24/21 15:10,R_5gRS01NlWFtf7tn,4,3,4,3
3/24/21 16:10,R_ekt6Myp3o52Jfj3,2,3,4,1
3/24/21 16:19,R_1jB2IjyRYgZj2kU,1,2,5,2
3/24/21 16:39,R_1fdbPibM3ScyuE0,3,3,5,3
3/24/21 16:46,R_2zcJfRVaPlUW9qJ,2,2,2,-3
3/24/21 16:58,R_3GlkRklaBUezKHp,2,2,7,
3/24/21 17:05,R_3QMDcywCp8KmJph,3,1,3,
3/24/21 17:07,R_cByDuLFOEwrZdXH,3,2,4,
3/24/21 17:34,R_bPz9dfc5xVenZbb,3,3,5,
3/24/21 17:36,R_sdG4ctbC3MffOLf,3,3,4,
3/24/21 17:45,R_3fOZ2geK8idQNA9,4,4,5,
3/24/21 17:49,R_3QJdy5PKk2fyCHd,2,2,2,5
3/24/21 17:50,R_1diCxBNdQcCbAaL,1,2,6,2
3/24/21 18:17,R_UsFRoXSPdyMgPaV,4,3,5,3
3/24/21 18:34,R_2q8DmtEY5a9Z1Y7,5,4,6,
3/24/21 18:36,R_71cRt9ncvkpvGNj,5,4,4,2.25
3/24/21 18:39,R_126esanYYX7kZ5l,2,2,5,4
3/24/21 18:51,R_3nTVPNkDwCkMp84,4,4,4,3
3/24/21 19:00,R_3NER86Oaq9oE9Vc,2,1,5,
3/24/21 19:00,R_6ofEwRAi8nX5L0d,2,2,4,3
3/24/21 19:01,R_1E3QKnUUWm2ppnt,3,3,5,
3/24/21 19:01,R_1ocBvXrx2vYLFZ6,4,3,5,
3/24/21 19:02,R_3O37JniQLaluZJT,1,3,7,
3/24/21 19:02,R_3M40HkzI0rCJusx,1,3,5,
3/24/21 19:02,R_6LmHirYSu2TDy1P,3,3,3,
3/24/21 19:02,R_wSLmVulH3KGzOj7,3,3,4,4
3/24/21 19:02,R_2DT6NiZb0II06qE,4,4,2,2
3/24/21 19:03,R_UWOVaumpytJYt6V,5,4,5,
3/24/21 19:03,R_0DLuxHz7sc0zB85,1,3,2,
3/24/21 19:03,R_3DbjyCqfxaAbqoE,4,3,4,3
3/24/21 19:03,R_3PHQzLsiZeZDXTn,4,3,5,3
3/24/21 19:03,R_2CjM4vGTAtc3TwE,3,4,5,
3/24/21 19:04,R_1f1Py8g0vdTxBLo,5,3,3,3
3/24/21 19:04,R_3RlUHiUlQwVYnUv,1,1,5,
3/24/21 19:04,R_3KPgu4HdIp9qnAM,5,6,5,
3/24/21 19:04,R_2v0WHqOYLyA2TtS,4,3,5,3
3/24/21 19:04,R_2zf0TEbEodbIxCS,3,3,4,0
3/24/21 19:05,R_1LkuCzYW7MCrguc,4,3,6,
3/24/21 19:06,R_3p56tBQg4rABJio,3,3,5,
3/24/21 19:07,R_aXayqkfwecVK2lP,2,2,5,4
3/24/21 19:07,R_3Ja90fdRQsxGB8N,2,3,4,
3/24/21 19:07,R_31bIeF1ymetCaD7,3,3,3,3
3/24/21 19:07,R_2VIbcDBH9HZDKnP,1,3,3,
3/24/21 19:07,R_1M09YBkjMwJNwg3,4,4,6,
3/24/21 19:07,R_AnwaHdWeh2YRI6R,4,4,7,
3/24/21 19:08,R_1EdjRoH5goSFp6d,1,2,6,2
3/24/21 19:08,R_1cYUS0nxboKsegt,4,3,5,3
3/24/21 19:08,R_z1EJAvwLB1ASa0p,3,3,4,3
3/24/21 19:09,R_23eOAKV33XvNpTJ,3,3,5,3
3/24/21 19:09,R_qOpVZoElNAZhBT3,5,3,3,
3/24/21 19:09,R_3k0PfHI39AdMRVG,5,3,5,1
3/24/21 19:09,R_3MJTH5OX3E8iX9q,2,2,4,3
3/24/21 19:10,R_bO7XtFMgon03HA5,5,6,6,
3/24/21 19:10,R_DeIchYmWsnQNKN3,1,1,5,
3/24/21 19:11,R_27NcLq7lytpuR2R,4,3,5,
3/24/21 19:11,R_2rZow83o1vyU8Sm,3,4,5,
3/24/21 19:11,R_1KwOKEMTYzWmgaZ,3,3,6,3
3/24/21 19:12,R_1ifHmUfuDtKdAXA,2,2,5,3
3/24/21 19:12,R_3MLoTnagQ7j8DL4,4,3,5,
3/24/21 19:12,R_3FQKCdOhDVUmD4a,5,4,5,
3/24/21 19:13,R_3DpTjoS3N4eZjI7,4,3,6,3
3/24/21 19:13,R_2SBkVcwBFc3fVdN,3,3,4,
3/24/21 19:13,R_1d15wLrTgUYIqas,3,3,5,
3/24/21 19:14,R_RrE4tOhybhulhhT,3,4,5,3
3/24/21 19:14,R_27yApicWIlsJgmo,5,6,3,
3/24/21 19:14,R_5hCemCduRBWCmcx,5,3,2,3
3/24/21 19:15,R_efVGWUePavJkWhr,5,4,3,3
3/24/21 19:16,R_3HXfl99cYsjk3BF,4,4,5,3
3/24/21 19:17,R_2ykEagPHVKzmUpU,4,3,5,3
3/24/21 19:17,R_stZeHsPITdthsrf,3,3,5,
3/24/21 19:17,R_1jxOpt8CZphwkFw,3,3,3,8
3/24/21 19:18,R_dbSiK8auXiDR98l,1,2,5,-0.5
3/24/21 19:18,R_3FQE7Hni7Pqd61A,4,4,5,3
3/24/21 19:19,R_3FWD4mKLuqSxrey,5,4,5,
3/24/21 19:20,R_vTtrClYFOOG3IPv,2,3,5,
3/24/21 19:20,R_2SotJNhWiMNBUsY,2,3,5,3
3/24/21 19:23,R_vidSU0VlKsM9t3b,3,2,4,2
3/24/21 19:23,R_5vXhDe1I5DuGdKF,4,3,3,
3/24/21 19:23,R_2XpmnpIhdxmYLtE,4,4,5,3
3/24/21 19:23,R_POixKF03fg8K6t3,2,2,6,8
3/24/21 19:24,R_dmnz2sRE7toB6g1,4,4,5,3
3/24/21 19:24,R_2ZPkKYrTmYuEuWQ,5,4,5,3
3/24/21 19:25,R_2TsN6zgfy8UA1ZG,2,3,5,2
3/24/21 19:25,R_2YQDUzeWgQz7uJQ,4,4,5,-0.5
3/24/21 19:25,R_1fknMqwxmTwBmTK,4,3,4,3
3/24/21 19:26,R_2wMi6NTWvFTwUEv,3,4,6,3
3/24/21 19:27,R_e4N0tgzWzSVzO93,4,4,6,
3/24/21 19:28,R_sXB5G3cBoPZuNjj,4,4,5,
3/24/21 19:28,R_2EnqL2wPgn1k00a,4,4,2,3
3/24/21 19:30,R_28TCkorLVfcsDXW,5,4,5,
3/24/21 19:33,R_0qWieEppgAhxfxL,5,6,5,3
3/24/21 19:33,R_3KHMs7xTTN9s3do,3,3,6,7.5
3/24/21 19:34,R_2UXYpRKLYeW22oj,1,3,5,3
3/24/21 19:34,R_2PA7Sum38QkuuzH,3,3,5,4
3/24/21 19:36,R_2CQEUOm2P03R8Az,3,4,4,7
3/24/21 19:36,R_A7MBn0ORvPrE8sV,2,3,5,
3/24/21 19:36,R_1LTFJKpshvBfHQG,4,4,6,3
3/24/21 19:38,R_3sdk32dcqWD0IZt,4,3,5,
3/24/21 19:40,R_1GnoTLccpyt5WIV,3,4,6,3
3/24/21 19:41,R_2wuJLySaxIQkTHO,1,2,4,
3/24/21 19:41,R_R4xb4SLbx9Uc6rf,2,2,6,3
3/24/21 19:45,R_Wqga5rHSFBrI4yR,5,4,6,3
3/24/21 19:46,R_29aajpsjkx1Oduc,5,6,5,3
3/24/21 19:46,R_0TVzmvqvzk27g2d,1,2,3,
3/24/21 19:47,R_DwrSNBLGTgos6Fb,4,4,6,3
3/24/21 19:47,R_3CTTzDGK7tAcWP1,4,6,5,3
3/24/21 19:50,R_9tzF5Ecq1TlYZzP,5,4,5,
3/24/21 19:52,R_2PhPp9O6OxK2RT6,4,3,4,-1
3/24/21 19:52,R_270ZwLgP9pRYrUT,4,3,5,3
3/24/21 19:53,R_8CWWjXzgpV4Th6h,3,3,6,3
3/24/21 19:53,R_3h0cHIrlKwIDYOH,1,2,5,
3/24/21 19:54,R_3J2gRVY0wHHHcQw,3,4,3,
3/24/21 19:55,R_2agD1gAgv0hjIts,3,2,5,
3/24/21 19:56,R_2tgq3r2dV4vE0Wm,4,4,4,
3/24/21 19:57,R_2CHSpdQ0ng0Qvcy,2,3,5,3
3/24/21 20:00,R_3kdCMrZALlRQNQn,3,3,4,
3/24/21 20:00,R_7TKfUHqDC02fE4N,3,3,2,
3/24/21 20:00,R_6eWZUh9An85yfxT,2,2,3,
3/24/21 20:01,R_3qsue199mX954Qo,4,4,5,2
3/24/21 20:01,R_21ihASs3p49pTTu,4,3,7,3
3/24/21 20:01,R_2QE5e63M0KTyk2G,3,2,3,3
3/24/21 20:11,R_2RQzBxx6tMDApa4,5,6,5,3
3/24/21 20:16,R_2D7ANP6Vx9P0ikX,3,4,5,3
3/24/21 20:19,R_27TID4FKnAWDn1y,3,4,5,1.5
3/24/21 20:20,R_1rJpuI8gInwOLKK,1,3,5,
3/24/21 20:21,R_2vkoUfP1Gx8Ogoh,1,1,5,
3/24/21 20:22,R_RrWw88xiXOjIzrb,1,1,5,2
3/24/21 20:24,R_3emBKu4b5aWGzhb,3,3,3,
3/24/21 20:25,R_32Yh58laz7robWX,3,3,5,3
3/24/21 20:26,R_D6JCYjfMurvZF2F,3,3,3,
3/24/21 20:30,R_BK7JNQEzgESetY5,5,4,7,
3/24/21 20:31,R_2wAyPiQ7O40EBjf,2,3,5,3
3/24/21 20:34,R_DdSQrAAZHY7Qsil,3,3,5,
3/24/21 20:34,R_31EnggB4ufg3hKX,4,3,4,
3/24/21 20:42,R_3gZzbN3uiuI54Y9,5,3,2,3
3/24/21 20:46,R_2zJd9LZ8Wx34klz,2,3,4,
3/24/21 20:47,R_1Kv7AVYVaSk0dBK,5,6,6,3
3/24/21 20:49,R_2z8ZYPao3CVp00F,4,3,5,
3/24/21 20:53,R_1rCT9MEh6b7GZZA,2,1,4,6
3/24/21 20:53,R_3PiNsB4VhJQuYAr,5,4,4,-0.5
3/24/21 20:54,R_1ezsyg9klYF61P7,4,4,6,
3/24/21 21:00,R_12opC3c2nWpkrEi,2,3,3,3
3/24/21 21:02,R_3oYMdiWlOwadSV2,2,1,4,
3/24/21 21:08,R_2aJQ78f6diZ0E3G,2,3,3,
3/24/21 21:14,R_2QWdy9VZUGW4wWg,4,3,6,3
3/24/21 21:15,R_8dkBACFQDvvCXIZ,4,4,5,3
3/24/21 21:17,R_2SxJbyU8hg8Mmw4,4,6,7,3
3/24/21 21:20,R_2TOhmuDyX8dewUQ,4,3,3,3
3/24/21 21:23,R_AHFF18gIACmOO6B,4,4,7,3
3/24/21 21:26,R_1rH2NNcwHr3DL06,2,2,5,3
3/24/21 21:29,R_2QSS7uGcAcgl12t,4,3,6,2
3/24/21 21:47,R_1PcSrQegQL6VOxg,3,4,6,3
3/24/21 21:51,R_XMsu7AB4RA95uZb,4,4,2,3
3/24/21 21:55,R_x4uIQN9ASwhwydP,5,4,5,3
3/24/21 22:14,R_DdWvljDRFLFho0F,4,4,5,2.5
3/24/21 22:21,R_DUjOL2r3ZnDni6t,4,4,5,
3/24/21 22:27,R_3HOez3TM7UEUf9n,4,3,5,3
3/24/21 22:29,R_2XifBPor37MHGum,3,4,5,
3/24/21 22:37,R_soD8BUQnRUkVtw5,3,4,6,3
3/24/21 22:41,R_2tKb5r6u9UeqcxV,3,4,5,3
3/24/21 22:43,R_2UYlxEsrhWh3G16,3,3,4,3
3/24/21 22:44,R_3nko2BjoYng6e2j,2,2,5,
