RecordedDate,QualtricsResponseID,Q10,Q12,Q3,Q11
4/3/21 6:41,R_TnhRmaqgfJHUgtr,3,4,5,3
4/3/21 6:42,R_2VNNpavdGzTZxe2,4,3,5,-0.5
4/3/21 6:42,R_2TGEyATr9hmIP1S,3,4,5,0
4/3/21 6:43,R_2SH2gIoZdvexchs,5,4,5,3
4/3/21 6:43,R_3fICf4Ov1mgN96a,2,2,5,3.14
4/3/21 6:43,R_d1fVphS0nB3uGL7,5,3,4,3
4/3/21 6:44,R_2zitjlrgLPMY3SM,3,2,6,-1.2
4/3/21 6:45,R_26bAJmeUl0pzNgF,3,3,4,1
4/3/21 6:45,R_1q4nwDUC35jqUJ6,3,3,5,6
4/3/21 6:46,R_3s5HhvaQsWQ5bJU,3,2,2,7
4/3/21 6:47,R_eWJOkOJosEH4FKp,1,2,5,
4/3/21 6:49,R_273GHvqCsWRsvJc,1,2,5,3
4/3/21 6:50,R_3FLhWzfRH9LH5hE,4,4,6,3
4/3/21 6:56,R_AoCxL1tlBb4QzwB,2,2,2,-3
4/3/21 6:58,R_33Eef23f6f98WO1,1,1,2,3
4/3/21 7:01,R_2tETn80zzw2qi4N,5,4,5,4
4/3/21 7:02,R_1Hb7i7MShvk2sCZ,4,2,3,
4/3/21 7:06,R_10BMLpL9e98OH8O,2,1,5,3
4/3/21 7:08,R_tKgTG55KyxzPLA5,5,3,5,3
4/3/21 7:15,R_PInXOZRdx0U1I2d,4,4,5,-0.5
4/3/21 7:24,R_3paofGcZyv4c5R7,1,2,5,
4/3/21 7:32,R_2Pk8EDQMxPSEU48,4,4,5,0
4/3/21 7:32,R_2f1Cya5OzYMDPqz,3,4,3,3
4/3/21 7:35,R_1mtp7IOlxRe5n7r,4,4,2,3
4/3/21 7:39,R_sbc61nu398v14Mp,5,4,5,1
4/3/21 7:46,R_sMt6O3j31Xp3hXb,1,1,2,
4/3/21 7:49,R_2YM5jvcRIPmsZxk,3,3,3,0
4/3/21 7:53,R_3gYklArLafqDiEL,3,2,5,3
4/3/21 7:56,R_2V8XAyfdjYB0yxx,2,1,2,
4/3/21 7:56,R_2qquoVaAjrCZs2s,2,2,4,-0.5
4/3/21 8:01,R_Z33MFQXzsrdPwaJ,2,3,5,-3
4/3/21 8:03,R_ROIoO5z70iRcH2p,2,2,2,
4/3/21 8:07,R_3FQGQDkLzXJZnKs,4,4,5,3
4/3/21 8:12,R_W3xL0SUnwBk7e1j,3,3,4,3
4/3/21 8:17,R_1LvUQhoronOpiwX,3,4,5,3
4/3/21 8:18,R_2VEkJ1lDsc0r8Yg,3,3,6,3
4/3/21 8:18,R_2Yb5x94fHDJqhYE,5,4,5,
4/3/21 8:20,R_2awwoGx8J57WElZ,1,1,2,
4/3/21 8:20,R_24OC8ojpWdgtVsE,3,3,5,1
4/3/21 8:27,R_Qid0qoT606DQ29H,4,4,3,3
4/3/21 8:27,R_yU4YqhSlWE3iJO1,4,4,5,3
4/3/21 8:30,R_3rV6qKtynlA4qc6,4,3,5,
4/3/21 8:33,R_eSbj8JJttpJ36oN,4,3,5,3
4/3/21 8:37,R_1rlB0tAkmebdqwZ,4,3,5,3
4/3/21 8:40,R_1mh1Y1YJoxweokb,5,6,5,3
4/3/21 8:50,R_YQycMJWjEPOJrhf,4,4,6,2
4/3/21 8:58,R_2fpsEk7mLbOCITi,3,3,5,-0.5
4/3/21 9:01,R_3R1os3rKs7AMiwO,2,3,3,3
4/3/21 9:02,R_D7xFaa8lnk3u75v,5,6,6,3
4/3/21 9:10,R_3Jnqhj1FHCrJXY7,1,1,3,-1
4/3/21 9:19,R_1Fhtre4LVdH6qY6,3,3,5,3
4/3/21 9:23,R_PufSglvQfAbiaEV,4,3,4,6
4/3/21 9:46,R_1KvjC9W6UbArC4D,4,4,3,3
4/3/21 10:08,R_2TH7tDncln5gury,3,2,5,3
4/3/21 10:38,R_1g7oRwrhqkDMIeX,2,3,6,5
4/3/21 10:50,R_3qWHRdy3bboSOro,1,1,5,0
4/3/21 11:01,R_2fIZuRnVUHiDpN2,2,3,5,3
4/3/21 11:59,R_3RjYlwpOr7iDkXI,1,1,3,
4/3/21 12:03,R_2Cj0bglpi0Tbib8,4,2,5,
4/3/21 12:03,R_3fDbohYYjIxX46T,4,3,4,
4/3/21 12:10,R_z6zcMhQ5IH7rNZL,4,4,5,3
4/3/21 12:12,R_A7DJjfODiZMGK2J,4,3,6,3
4/3/21 12:35,R_3rNH2mxw6nSb27r,3,2,4,
4/3/21 12:51,R_1MWJ7xnWjDvqJSo,4,4,5,
4/3/21 13:03,R_1K1jPighw0nBJBb,1,4,5,3
4/3/21 13:12,R_271XfMqsYkCwXbw,3,3,5,
4/3/21 13:14,R_yqnlrpLbRtOo0kp,1,2,2,3
4/3/21 13:32,R_1IEkvZjMZnHGpvp,4,4,5,3
4/3/21 13:43,R_30qnPGpD58K4ea7,1,3,5,5
4/3/21 14:03,R_BrDNyaXvWEJ9haV,3,3,4,3
4/3/21 14:21,R_XRk0RCMncLkA4HT,4,3,2,-0.5
4/3/21 14:26,R_ePx7avfLB1MIcx3,4,3,7,3
4/3/21 15:15,R_12hXF31d5QGAgjS,3,3,5,5
4/3/21 15:15,R_YaAjUxRfUlIYqGt,1,2,7,
4/3/21 16:36,R_w1aGWCpheLWTHnH,2,2,4,
4/3/21 16:49,R_1jDn1k2ZNduK2JN,2,3,3,3
4/3/21 16:49,R_1ghmllL72c2te7S,2,3,3,3
4/3/21 16:50,R_33eWceQsT30FMcF,2,2,3,3
